,name,rating,reviews,field,employees,ctype,old,location
5425,Jaipur National University,3.0,120,Education & Training , 201-500 Employees , 16 years old , Jaipur +1 more,
5426,Bry-Air (Asia),4.2,120,Industrial Machinery , 1k-5k Employees , 42 years old , Gurgaon/Gurugram +13 more,
5427,Flemingo Duty Free Shop,3.8,120,Retail , 201-500 Employees , 26 years old , Navi Mumbai +14 more,
5428,Armstrong International,4.0,120,Financial Services , 51-200 Employees , 123 years old , Three Rivers +21 more,
5429,Dr. Ram Manohar Lohia Hospital,4.2,120,Healthcare , 201-500 Employees , 91 years old , New Delhi +7 more,
5430,Creamy foods,3.8,120,Food Processing , 201-500 Employees , Public , 32 years old , Noida +21 more
5431,Agility E Services,3.9,120,IT Services & Consulting , 51-200 Employees , Public , 16 years old , Hyderabad/Secunderabad
5432,Advanced Technology Consulting Service,4.0,120,IT Services & Consulting , 1k-5k Employees , 23 years old , Montvale +7 more,
5433,Sagar Hospital,4.0,120,Healthcare , 1k-5k Employees , 21 years old , Bangalore/Bengaluru +7 more,
5434,Talentica Software,4.1,120,IT Services & Consulting , 201-500 Employees , 20 years old , Pune +1 more,
5435,Nipro India Corporation,3.1,120,Healthcare , 201-500 Employees , 13 years old , Satara +11 more,
5436,Safdarjung Hospital,4.6,120,Healthcare , 501-1k Employees , 81 years old , Delhi/NCR +5 more,
5437,Swiss Garnier Life Sciences,3.9,120,Pharma , 201-500 Employees , 18 years old , Chennai +7 more,
5438,NEARBY TECHNOLOGIES,4.2,120,FinTech , 1k-5k Employees , Startup , 7 years old , Mumbai +27 more
5439,Cotecna Inspection India,3.9,120,Analytics & KPO , 201-500 Employees , 49 years old , Geneva +23 more,
5440,Dmi Housing Finance,4.2,120,Financial Services , 51-200 Employees , 15 years old , New Delhi +33 more,
5441,Sakura Autoparts,3.9,120,Automobile , 51-200 Employees , 11 years old , Kancheepuram +4 more,
5442,Sheth Creators,3.3,120,Real Estate , 201-500 Employees , 12 years old , Mumbai +4 more,
5443,Solaris Chemtech,4.4,120,Chemicals , 201-500 Employees , 53 years old , Gurgaon +11 more,
5444,Reliance Group,4.2,120,1 Lakh+ Employees , Conglomerate , 57 years old , Mumbai +34 more,
5445,Sula Vineyards,4.3,120,Food Processing , 501-1k Employees , 27 years old , Nashik +13 more,
5446,Toyo INK,4.3,120,Chemicals , 11-50 Employees , 17 years old , tokyo +10 more,
5447,Prothious Engineering Services,3.3,120,Design , 1k-5k Employees , 18 years old , Mumbai +6 more,
5448,Nagata India,4.2,120,Metals & Mining , 51-200 Employees , 24 years old , Gurugram +9 more,
5449,Japfa Comfeed,4.3,120,Agriculture , 501-1k Employees , Public , 28 years old , Jakarta +18 more
5450,Indian Terrain Fashions,3.8,120,Fashion & Textile , 201-500 Employees , Public , 23 years old , Chennai +31 more
5451,Toyota Kirloskar Auto Parts,4.5,120,Auto Components , 201-500 Employees , 21 years old , Bangalore +7 more,
5452,British Paints,3.3,120,Chemicals , 51-200 Employees , 104 years old , Delhi/NCR +52 more,
5453,Moody's,4.2,120,Analytics & KPO , 1k-5k Employees , Forbes Global 2000 , 114 years old , New York +4 more
5454,Smiiel - A Unit Of Motherson Sumi System,3.7,120,Semiconductors , 51-200 Employees , 28 years old , Noida +3 more,
5455,Lakme Salon,4.0,120,Beauty & Personal Care , 1k-5k Employees (Global) , 43 years old , Mumbai +38 more,
5456,Terralogic Software Solutions,3.6,120,IT Services & Consulting , 201-500 Employees , 15 years old , San Jose +7 more,
5457,India Power Corporation,3.3,120,Power , 201-500 Employees , Public , 104 years old , Kolkata +6 more
5458,Maxinfra,4.2,120,Real Estate , 51-200 Employees , 48 years old , Hyderabad +13 more,
5459,Geeklurn,3.8,120,EdTech , 51-200 Employees , Bengaluru/Bangalore +2 more,,
5460,Marelli Motherson Automotive Lighting,4.0,120,11-50 Employees , Pune +8 more,,,
5461,Geeklurn,3.8,120,EdTech , 51-200 Employees , Bengaluru/Bangalore +2 more,,
5462,Maxinfra,4.2,120,Real Estate , 51-200 Employees , 48 years old , Hyderabad +13 more,
5463,Dmi Housing Finance,4.2,120,Financial Services , 51-200 Employees , 15 years old , New Delhi +33 more,
5464,Zypp Electric,3.8,120,Internet , 201-500 Employees , Startup , 6 years old , Gurgaon +4 more
5465,Successive Technologies,3.9,120,IT Services & Consulting , 501-1k Employees , 11 years old , Noida +2 more,
5466,Concentrix Catalyst,3.5,120,IT Services & Consulting , 10k-50k Employees (Global) , 40 years old , Newark +8 more,
5467,CohnReznick,3.6,120,Financial Services , 201-500 Employees , 104 years old , New York +2 more,
5468,Sami-Sabinsa Group,3.1,120,Fitness & Wellness , 501-1k Employees , Public , 32 years old , Bangalore/Bengaluru +6 more
5469,Goel Ganga Group,3.9,120,Real Estate , 201-500 Employees , 41 years old , Pune +3 more,
5470,Tech Mahindra Foundation,4.1,120,Non-Profit , 11-50 Employees , 16 years old , New Delhi +20 more,
5471,Holy Family Hospital,3.9,119,Healthcare , 1k-5k Employees , 70 years old , Delhi/NCR +11 more,
5472,First Data,3.8,119,10k-50k Employees (Global) , Atlanta +12 more,,,
5473,Etihad Airways,4.0,119,Aviation , 51-200 Employees , 20 years old , Abu Dhabi +11 more,
5474,Forbes Technosys,4.0,119,IT Services & Consulting , 201-500 Employees , 30 years old , Thane +28 more,
5475,Camp K-12,2.9,119,EdTech , 51-200 Employees , 13 years old , Gurgaon +4 more,
5476,Tata Main Hospital,3.5,119,Healthcare , 1k-5k Employees (Global) , 115 years old , Jamshedpur +5 more,
5477,Exicom Tele Systems,3.7,119,Gurgaon/Gurugram +10 more,,,,
5478,Rural Electrification Corporation,4.1,119,Power , 501-1k Employees (Global) , 54 years old , New Delhi +30 more,
5479,Vamani Overseas,3.4,119,Furniture & Furnishing , 5k-10k Employees , 21 years old , Faridabad +5 more,
5480,Sadhu Forging,3.7,119,Industrial Machinery , 201-500 Employees , 47 years old , Faridabad +6 more,
5481,Speciality Restaurants,4.4,119,Hospitality , 1k-5k Employees , Public , 32 years old , Mumbai +12 more
5482,Adfactors PR,3.9,119,Marketing & Advertising , 1k-5k Employees , 26 years old , Mumbai +8 more,
5483,Irclass Systems And Solutions,3.7,119,Ports & Shipping , 501-1k Employees , 48 years old , Mumbai +21 more,
5484,Manikaran Power,2.7,119,Power , 501-1k Employees , 18 years old , Delhi/NCR +8 more,
5485,Kesari Tours,3.9,119,Travel & Tourism , 501-1k Employees , 39 years old , Mumbai +10 more,
5486,Serdia Pharmaceuticals,3.7,119,Pharma , 501-1k Employees , 37 years old , Mumbai +22 more,
5487,ExcelSoft Technologies,3.4,119,IT Services & Consulting , 501-1k Employees , 23 years old , Mysore +3 more,
5488,Relyon Softech,3.8,119,Software Product , 501-1k Employees , Public , 22 years old , Bangalore +13 more
5489,Rushil Decor,4.0,119,Building Material , 501-1k Employees , Public , 29 years old , Ahmedabad +21 more
5490,Government of Bihar,3.8,119,Government , 201-500 Employees (Global) , 76 years old , Patna +24 more,
5491,Indian Coast Guard,4.2,119,Defence & Aerospace , 5k-10k Employees , 45 years old , New Delhi +24 more,
5492,Amrapali Group,3.8,119,Real Estate , 501-1k Employees , 20 years old , Noida +13 more,
5493,Leonia Holistic Destination,4.0,119,Hospitality , 201-500 Employees , 20 years old , Hyderabad +7 more,
5494,Lanson Toyota,4.2,119,Automobile , 1k-5k Employees , 23 years old , Chennai +7 more,
5495,Galva Decoparts,3.8,119,Chemicals , 51-200 Employees , 25 years old , Vapi +6 more,
5496,CPM,4.3,119,Recruitment , 501-1k Employees , 21 years old , London +23 more,
5497,Shiash Info Solutions,3.1,119,IT Services & Consulting , 201-500 Employees , Chennai +3 more,,
5498,Videocon Industries Ltd.,3.9,119,Consumer Electronics & Appliances , 5k-10k Employees , Public , 44 years old , Mumbai +38 more
5499,DOGUS SOMA JV Office,4.2,119,Engineering & Construction , 501-1k Employees , Mumbai +3 more,,
5500,Adfactors PR,3.9,119,Marketing & Advertising , 1k-5k Employees , 26 years old , Mumbai +8 more,
5501,CPM,4.3,119,Recruitment , 501-1k Employees , 21 years old , London +23 more,
5502,Etihad Airways,4.0,119,Aviation , 51-200 Employees , 20 years old , Abu Dhabi +11 more,
5503,ExcelSoft Technologies,3.4,119,IT Services & Consulting , 501-1k Employees , 23 years old , Mysore +3 more,
5504,Kesari Tours,3.9,119,Travel & Tourism , 501-1k Employees , 39 years old , Mumbai +10 more,
5505,Indian Coast Guard,4.2,119,Defence & Aerospace , 5k-10k Employees , 45 years old , New Delhi +24 more,
5506,Camp K-12,2.9,119,EdTech , 51-200 Employees , 13 years old , Gurgaon +4 more,
5507,Celio Future Fashion,4.6,119,Retail , 501-1k Employees , 38 years old , Saint Quen +29 more,
5508,Irclass Systems And Solutions,3.7,119,Ports & Shipping , 501-1k Employees , 48 years old , Mumbai +21 more,
5509,MedTourEasy,4.9,119,Healthcare , 501-1k Employees , 8 years old , New Delhi +1 more,
5510,WovVTech,4.7,119,Software Product , 51-200 Employees , 7 years old , Mumbai +5 more,
5511,Taggd,4.0,119,Management Consulting , 501-1k Employees , 18 years old , Gurgaon +6 more,
5512,Bikayi,3.0,119,Internet , 201-500 Employees , Startup , 4 years old , Bengaluru/Bangalore +4 more
5513,Fitelo,4.1,119,Fitness & Wellness , 51-200 Employees , Startup , 4 years old , Chandigarh +2 more
5514,Laminaar Aviation Infotech,2.9,119,IT Services & Consulting , 201-500 Employees , 30 years old , Singapore +4 more,
5515,Archwell Operations,3.5,119,IT Services & Consulting , 51-200 Employees , Deerfield Beach +2 more,,
5516,QR Crypher,4.4,119,Software Product , 11-50 Employees , 4 years old , Tiruchirappalli +3 more,
5517,Da Milano Leathers,3.1,119,Leather , 51-200 Employees , 34 years old , New Delhi +24 more,
5518,ZF Wabco,3.8,119,Chennai +10 more,,,,
5519,Stellar Information Technology,3.8,119,Software Product , 201-500 Employees , 30 years old , Gurgaon/Gurugram +9 more,
5520,Maschio Gaspardo,4.1,119,Industrial Machinery , 201-500 Employees , 59 years old , Pune +14 more,
5521,Goibibo,4.2,119,Internet , 1k-5k Employees , 16 years old , Gurgaon +16 more,
5522,Makino,4.0,118,Auto Components , 51-200 Employees , 86 years old , Mason +14 more,
5523,Maharishi Markandeshwar University,3.8,118,Education & Training , 501-1k Employees , 30 years old , Ambala +5 more,
5524,Merino Laminates,3.6,118,Consumer Electronics & Appliances , 51-200 Employees , 49 years old , Kolkata +33 more,
5525,Rossell Techsys,4.4,118,Defence & Aerospace , 51-200 Employees , 14 years old , Bangalore/Bengaluru +3 more,
5526,Ashish Life Science,4.1,118,Healthcare , 51-200 Employees , 48 years old , Mumbai +5 more,
5527,Orange Retail Finance,3.8,118,Financial Services , 501-1k Employees , 23 years old , Chennai +41 more,
5528,Laxmi-Agni Components and Forging,3.4,118,Industrial Machinery , 201-500 Employees , 24 years old , Aurangabad +1 more,
5529,ANI INTEGRATED SERVICES,3.6,118,Engineering & Construction , 201-500 Employees , Public , 35 years old , Mumbai +27 more
5530,Texport Industries,3.8,118,Fashion & Textile , 1k-5k Employees , 45 years old , Mumbai +9 more,
5531,Aaj Enterprises,4.0,118,Logistics , 201-500 Employees , 17 years old , New Delhi +15 more,
5532,Btl Epc,3.1,118,Industrial Machinery , 501-1k Employees , Public , 60 years old , Kolkata +12 more
5533,IFB Agro Industries,4.0,118,Beverage , 1k-5k Employees , Public , 41 years old , Kolkata +22 more
5534,INDIA TODAY GROUP,3.8,118,Media & Entertainment , 1k-5k Employees , 48 years old , Noida +9 more,
5535,Cadeploy Engineering,2.9,118,Engineering & Construction , 501-1k Employees , 11 years old , San Ramon +6 more,
5536,School of Education,4.2,118,Education & Training , Hyderabad/Secunderabad +48 more,,,
5537,Donear Industries,3.5,118,Fashion & Textile , 1k-5k Employees , Public , 46 years old , Mumbai +7 more
5538,RJ Corp,3.7,118,Retail , 51-200 Employees , 43 years old , Gurgaon/Gurugram +28 more,
5539,Hindustan PowerProjects,3.8,118,Power , 1-10 Employees , 15 years old , Delhi +10 more,
5540,Holostik,4.1,118,Packaging , 1k-5k Employees , Public , 32 years old , Noida +11 more
5541,Tirupati Group,4.0,118,Pharma , 1k-5k Employees , Public , 18 years old , Sirmour +8 more
5542,Ganesh Grains,2.9,118,FMCG , 51-200 Employees , Public , 87 years old , Kolkata +18 more
5543,Oriental Bank of Commerce,4.1,118,Banking , 501-1k Employees , 80 years old , Gurgaon/Gurugram +32 more,
5544,La Renon Healthcare,4.1,118,Pharma , 501-1k Employees , 16 years old , Ahmedabad +18 more,
5545,Jeena & Company,4.3,118,Logistics , 501-1k Employees , 123 years old , Mumbai +22 more,
5546,Malayala Manorama,4.1,118,Printing & Publishing , 1k-5k Employees , 135 years old , Kottayam +19 more,
5547,Takata,4.4,118,Auto Components , 1k-5k Employees , 62 years old , Delhi/NCR +10 more,
5548,Innovision,3.3,118,Facility Management Services , 201-500 Employees , 16 years old , Mumbai +31 more,
5549,Gulbrandsen,4.3,118,Chemicals , 501-1k Employees , 20 years old , Vadodara/Baroda +8 more,
5550,RSH Global,4.2,118,FMCG , 51-200 Employees , 35 years old , Kolkata +24 more,
5551,Datamatics Financial Services,3.2,118,IT Services & Consulting , 1k-5k Employees , 48 years old , Mumbai +2 more,
5552,Diagno Labs,3.8,118,Healthcare , 201-500 Employees (Global) , 11 years old , Gurgaon/Gurugram +25 more,
5553,Tata Ficosa Automotive Systems,3.9,118,Auto Components , 201-500 Employees , 25 years old , Pune +10 more,
5554,Netoyed,4.0,118,11-50 Employees , Noida,,,
5555,Plintron Global Technology Solutions,3.6,118,Telecom , 501-1k Employees , 15 years old , Singapore +2 more,
5556,FCS Software Solutions,3.5,118,IT Services & Consulting , 501-1k Employees , Public , 29 years old , Noida +12 more
5557,Q Way Technologies,3.7,118,Management Consulting , 501-1k Employees , 13 years old , Chennai +1 more,
5558,Fortune Marketing,3.8,117,Hardware & Networking , 1k-5k Employees , 29 years old , Delhi/NCR +17 more,
5559,Orange City Water,4.0,117,Waste Management , 201-500 Employees , 12 years old , Nagpur +2 more,
5560,Jyote Motors,3.7,117,Automobile , 51-200 Employees , 27 years old , Bhubaneswar +9 more,
5561,Modicare,4.4,117,Beauty & Personal Care , 51-200 Employees , Public , 27 years old , Delhi/NCR +31 more
5562,Exl Service Sez Bpo Solutions,3.9,117,BPO , 10k-50k Employees (Global) , 14 years old , New York +11 more,
5563,Basix,4.2,117,Financial Services , 1k-5k Employees , 27 years old , Hyderabad +57 more,
5564,Aksh Optifibre,3.5,117,Telecom , 201-500 Employees , Public , 37 years old , Delhi/NCR +12 more
5565,Chemtrols Industries,3.9,117,Industrial Automation , 201-500 Employees , 48 years old , Mumbai +20 more,
5566,Mutual Industries,3.1,117,Petrochemicals , 201-500 Employees , Public , 44 years old , Mumbai +9 more
5567,SMC Power Generation,3.8,117,Iron & Steel , 501-1k Employees , Public , 23 years old , New Delhi +9 more
5568,Wonderchef Home Appliances,3.8,117,Consumer Electronics & Appliances , 201-500 Employees , 14 years old , Mumbai +22 more,
5569,Schreiber Dynamix Dairies,4.3,117,Electronics Manufacturing , 501-1k Employees , Public , 30 years old , Mumbai +6 more
5570,Satvat Infosol,3.5,117,IT Services & Consulting , 201-500 Employees , 24 years old , Chennai +4 more,
5571,Amanta Healthcare,4.3,117,Pharma , 51-200 Employees , 25 years old , Ahmedabad +11 more,
5572,LimeRoad,3.1,117,Internet , 501-1k Employees , Startup , 11 years old , Gurgaon +4 more
5573,AYM Syntex,4.1,117,Fashion & Textile , 1k-5k Employees , Public , 38 years old , Mumbai +5 more
5574,Radhakrishna Foodland,3.9,117,Logistics , 1k-5k Employees , 57 years old , Thane +23 more,
5575,Netcore Solutions,3.6,117,IT Services & Consulting , 501-1k Employees , 25 years old , Mumbai +12 more,
5576,ACN Health care,3.7,117,Healthcare , 11-50 Employees , 12 years old , Bangalore/Bengaluru +3 more,
5577,House Of Diagnostics,4.0,117,Healthcare , 501-1k Employees , 15 years old , Delhi/NCR +4 more,
5578,Reliance Corporate IT Park,4.3,117,Thane +26 more,,,,
5579,ValueFirst Digital Media,3.7,117,Software Product , 201-500 Employees , 20 years old , Gurgaon +5 more,
5580,Amanta Healthcare,4.3,117,Pharma , 51-200 Employees , 25 years old , Ahmedabad +11 more,
5581,Lulu Hypermarket,3.9,117,Retail , 201-500 Employees , 23 years old , Abu Dhabi +22 more,
5582,Annora Pharma,4.1,117,Pharma , 201-500 Employees , 7 years old , Sangareddy +3 more,
5583,SequelOne,3.9,117,IT Services & Consulting , 201-500 Employees , 9 years old , Gurgaon/Gurugram +18 more,
5584,Chemtrols Industries,3.9,117,Industrial Automation , 201-500 Employees , 48 years old , Mumbai +20 more,
5585,Basix,4.2,117,Financial Services , 1k-5k Employees , 27 years old , Hyderabad +57 more,
5586,Bimal Auto Agency,3.7,117,Auto Components , 501-1k Employees , 12 years old , Bangalore/Bengaluru +6 more,
5587,Radhakrishna Foodland,3.9,117,Logistics , 1k-5k Employees , 57 years old , Thane +23 more,
5588,Modicare,4.4,117,Beauty & Personal Care , 51-200 Employees , Public , 27 years old , Delhi/NCR +31 more
5589,Schreiber Dynamix Dairies,4.3,117,Electronics Manufacturing , 501-1k Employees , Public , 30 years old , Mumbai +6 more
5590,SMC Power Generation,3.8,117,Iron & Steel , 501-1k Employees , Public , 23 years old , New Delhi +9 more
